"pathwayRampId","inPathway","total"
"RAMP_P_000001641",4,12960
"RAMP_P_000001642",52,12960
"RAMP_P_000001643",7,12960
"RAMP_P_000001644",0,12960
"RAMP_P_000001645",5,12960
"RAMP_P_000001646",12,12960
"RAMP_P_000001647",0,12960
"RAMP_P_000001648",22,12960
"RAMP_P_000001649",8,12960
"RAMP_P_000001650",35,12960
"RAMP_P_000001651",65,12960
"RAMP_P_000001652",5,12960
"RAMP_P_000001653",196,12960
"RAMP_P_000001654",22,12960
"RAMP_P_000001655",8,12960
"RAMP_P_000001656",33,12960
"RAMP_P_000001657",8,12960
"RAMP_P_000001658",0,12960
"RAMP_P_000001659",6,12960
"RAMP_P_000001660",459,12960
"RAMP_P_000001661",48,12960
"RAMP_P_000001662",80,12960
"RAMP_P_000001663",2,12960
"RAMP_P_000001664",9,12960
"RAMP_P_000001665",0,12960
"RAMP_P_000001666",18,12960
"RAMP_P_000001667",96,12960
"RAMP_P_000001668",15,12960
"RAMP_P_000001669",12,12960
"RAMP_P_000001670",37,12960
"RAMP_P_000001671",3,12960
"RAMP_P_000001672",37,12960
"RAMP_P_000001673",17,12960
"RAMP_P_000001674",16,12960
"RAMP_P_000001675",20,12960
"RAMP_P_000001676",8,12960
"RAMP_P_000001677",17,12960
"RAMP_P_000001678",1,12960
"RAMP_P_000001679",70,12960
"RAMP_P_000001680",1,12960
"RAMP_P_000001681",11,12960
"RAMP_P_000001682",27,12960
"RAMP_P_000001683",0,12960
"RAMP_P_000001684",7,12960
"RAMP_P_000001685",279,12960
"RAMP_P_000001686",0,12960
"RAMP_P_000001687",72,12960
"RAMP_P_000001688",274,12960
"RAMP_P_000001689",10,12960
"RAMP_P_000001690",11,12960
"RAMP_P_000001691",10,12960
"RAMP_P_000001692",439,12960
"RAMP_P_000001693",5,12960
"RAMP_P_000001694",18,12960
"RAMP_P_000001695",3,12960
"RAMP_P_000001696",154,12960
"RAMP_P_000001697",60,12960
"RAMP_P_000001698",48,12960
"RAMP_P_000001699",30,12960
"RAMP_P_000001700",17,12960
"RAMP_P_000001701",43,12960
"RAMP_P_000001702",46,12960
"RAMP_P_000001703",107,12960
"RAMP_P_000001704",11,12960
"RAMP_P_000001705",82,12960
"RAMP_P_000001706",14,12960
"RAMP_P_000001707",216,12960
"RAMP_P_000001708",4,12960
"RAMP_P_000001709",86,12960
"RAMP_P_000001710",34,12960
"RAMP_P_000001711",0,12960
"RAMP_P_000001712",5,12960
"RAMP_P_000001713",79,12960
"RAMP_P_000001714",95,12960
"RAMP_P_000001715",82,12960
"RAMP_P_000001716",14,12960
"RAMP_P_000001717",0,12960
"RAMP_P_000001718",10,12960
"RAMP_P_000001719",42,12960
"RAMP_P_000001720",13,12960
"RAMP_P_000001721",28,12960
"RAMP_P_000001722",93,12960
"RAMP_P_000001723",17,12960
"RAMP_P_000001724",80,12960
"RAMP_P_000001725",24,12960
"RAMP_P_000001726",4,12960
"RAMP_P_000001727",21,12960
"RAMP_P_000001728",5,12960
"RAMP_P_000001729",72,12960
"RAMP_P_000001730",8,12960
"RAMP_P_000001731",48,12960
"RAMP_P_000001732",80,12960
"RAMP_P_000001733",9,12960
"RAMP_P_000001734",0,12960
"RAMP_P_000001735",88,12960
"RAMP_P_000001736",35,12960
"RAMP_P_000001737",304,12960
"RAMP_P_000001738",5,12960
"RAMP_P_000001739",8,12960
"RAMP_P_000001740",15,12960
"RAMP_P_000001741",191,12960
"RAMP_P_000001742",163,12960
"RAMP_P_000001743",0,12960
"RAMP_P_000001744",56,12960
"RAMP_P_000001745",85,12960
"RAMP_P_000001746",25,12960
"RAMP_P_000001747",3,12960
"RAMP_P_000001748",3,12960
"RAMP_P_000001749",60,12960
"RAMP_P_000001750",21,12960
"RAMP_P_000001751",101,12960
"RAMP_P_000001752",53,12960
"RAMP_P_000001753",2010,12960
"RAMP_P_000001754",13,12960
"RAMP_P_000001755",4,12960
"RAMP_P_000001756",1,12960
"RAMP_P_000001757",34,12960
"RAMP_P_000001758",79,12960
"RAMP_P_000001759",2,12960
"RAMP_P_000001760",31,12960
"RAMP_P_000001761",45,12960
"RAMP_P_000001762",66,12960
"RAMP_P_000001763",18,12960
"RAMP_P_000001764",6,12960
"RAMP_P_000001765",9,12960
"RAMP_P_000001766",591,12960
"RAMP_P_000001767",14,12960
"RAMP_P_000001768",205,12960
"RAMP_P_000001769",0,12960
"RAMP_P_000001770",10,12960
"RAMP_P_000001771",8,12960
"RAMP_P_000001772",4,12960
"RAMP_P_000001773",7,12960
"RAMP_P_000001774",35,12960
"RAMP_P_000001775",6,12960
"RAMP_P_000001776",85,12960
"RAMP_P_000001777",6,12960
"RAMP_P_000001778",13,12960
"RAMP_P_000001779",60,12960
"RAMP_P_000001780",26,12960
"RAMP_P_000001781",53,12960
"RAMP_P_000001782",10,12960
"RAMP_P_000001783",0,12960
"RAMP_P_000001784",12,12960
"RAMP_P_000001785",59,12960
"RAMP_P_000001786",56,12960
"RAMP_P_000001787",0,12960
"RAMP_P_000001788",47,12960
"RAMP_P_000001789",11,12960
"RAMP_P_000001790",6,12960
"RAMP_P_000001791",78,12960
"RAMP_P_000001792",148,12960
"RAMP_P_000001793",512,12960
"RAMP_P_000001794",144,12960
"RAMP_P_000001795",14,12960
"RAMP_P_000001796",28,12960
"RAMP_P_000001797",15,12960
"RAMP_P_000001798",3,12960
"RAMP_P_000001799",60,12960
"RAMP_P_000001800",19,12960
"RAMP_P_000001801",10,12960
"RAMP_P_000001802",59,12960
"RAMP_P_000001803",109,12960
"RAMP_P_000001804",2,12960
"RAMP_P_000001805",2,12960
"RAMP_P_000001806",53,12960
"RAMP_P_000001807",66,12960
"RAMP_P_000001808",19,12960
"RAMP_P_000001809",20,12960
"RAMP_P_000001810",5,12960
"RAMP_P_000001811",33,12960
"RAMP_P_000001812",17,12960
"RAMP_P_000001813",2,12960
"RAMP_P_000001814",23,12960
"RAMP_P_000001815",5,12960
"RAMP_P_000001816",189,12960
"RAMP_P_000001817",22,12960
"RAMP_P_000001818",0,12960
"RAMP_P_000001819",3,12960
"RAMP_P_000001820",22,12960
"RAMP_P_000001821",14,12960
"RAMP_P_000001822",5,12960
"RAMP_P_000001823",26,12960
"RAMP_P_000001824",18,12960
"RAMP_P_000001825",95,12960
"RAMP_P_000001826",6,12960
"RAMP_P_000001827",10,12960
"RAMP_P_000001828",6,12960
"RAMP_P_000001829",0,12960
"RAMP_P_000001830",5,12960
"RAMP_P_000001831",13,12960
"RAMP_P_000001832",2,12960
"RAMP_P_000001833",5,12960
"RAMP_P_000001834",99,12960
"RAMP_P_000001835",37,12960
"RAMP_P_000001836",16,12960
"RAMP_P_000001837",1,12960
"RAMP_P_000001838",4,12960
"RAMP_P_000001839",2,12960
"RAMP_P_000001840",6,12960
"RAMP_P_000001841",46,12960
"RAMP_P_000001842",6,12960
"RAMP_P_000001843",66,12960
"RAMP_P_000001844",0,12960
"RAMP_P_000001845",42,12960
"RAMP_P_000001846",19,12960
"RAMP_P_000001847",45,12960
"RAMP_P_000001848",29,12960
"RAMP_P_000001849",22,12960
"RAMP_P_000001850",11,12960
"RAMP_P_000001851",9,12960
"RAMP_P_000001852",44,12960
"RAMP_P_000001853",15,12960
"RAMP_P_000001854",763,12960
"RAMP_P_000001855",78,12960
"RAMP_P_000001856",25,12960
"RAMP_P_000001857",86,12960
"RAMP_P_000001858",1,12960
"RAMP_P_000001859",149,12960
"RAMP_P_000001860",55,12960
"RAMP_P_000001861",7,12960
"RAMP_P_000001862",12,12960
"RAMP_P_000001863",11,12960
"RAMP_P_000001864",3,12960
"RAMP_P_000001865",19,12960
"RAMP_P_000001866",301,12960
"RAMP_P_000001867",4,12960
"RAMP_P_000001868",133,12960
"RAMP_P_000001869",2,12960
"RAMP_P_000001870",9,12960
"RAMP_P_000001871",38,12960
"RAMP_P_000001872",101,12960
"RAMP_P_000001873",9,12960
"RAMP_P_000001874",309,12960
"RAMP_P_000001875",19,12960
"RAMP_P_000001876",21,12960
"RAMP_P_000001877",12,12960
"RAMP_P_000001878",92,12960
"RAMP_P_000001879",19,12960
"RAMP_P_000001880",11,12960
"RAMP_P_000001881",2423,12960
"RAMP_P_000001882",38,12960
"RAMP_P_000001883",7,12960
"RAMP_P_000001884",4,12960
"RAMP_P_000001885",140,12960
"RAMP_P_000001886",41,12960
"RAMP_P_000001887",65,12960
"RAMP_P_000001888",17,12960
"RAMP_P_000001889",44,12960
"RAMP_P_000001890",4,12960
"RAMP_P_000001891",18,12960
"RAMP_P_000001892",0,12960
"RAMP_P_000001893",68,12960
"RAMP_P_000001894",110,12960
"RAMP_P_000001895",213,12960
"RAMP_P_000001896",0,12960
"RAMP_P_000001897",38,12960
"RAMP_P_000001898",0,12960
"RAMP_P_000001899",2,12960
"RAMP_P_000001900",73,12960
"RAMP_P_000001901",7,12960
"RAMP_P_000001902",148,12960
"RAMP_P_000001903",25,12960
"RAMP_P_000001904",94,12960
"RAMP_P_000001905",23,12960
"RAMP_P_000001906",38,12960
"RAMP_P_000001907",14,12960
"RAMP_P_000001908",5,12960
"RAMP_P_000001909",0,12960
"RAMP_P_000001910",7,12960
"RAMP_P_000001911",35,12960
"RAMP_P_000001912",0,12960
"RAMP_P_000001913",14,12960
"RAMP_P_000001914",16,12960
"RAMP_P_000001915",15,12960
"RAMP_P_000001916",8,12960
"RAMP_P_000001917",451,12960
"RAMP_P_000001918",33,12960
"RAMP_P_000001919",365,12960
"RAMP_P_000001920",34,12960
"RAMP_P_000001921",253,12960
"RAMP_P_000001922",46,12960
"RAMP_P_000001923",26,12960
"RAMP_P_000001924",60,12960
"RAMP_P_000001925",14,12960
"RAMP_P_000001926",59,12960
"RAMP_P_000001927",17,12960
"RAMP_P_000001928",45,12960
"RAMP_P_000001929",2,12960
"RAMP_P_000001930",241,12960
"RAMP_P_000001931",55,12960
"RAMP_P_000001932",16,12960
"RAMP_P_000001933",58,12960
"RAMP_P_000001934",3,12960
"RAMP_P_000001935",59,12960
"RAMP_P_000001936",60,12960
"RAMP_P_000001937",28,12960
"RAMP_P_000001938",78,12960
"RAMP_P_000001939",468,12960
"RAMP_P_000001940",29,12960
"RAMP_P_000001941",26,12960
"RAMP_P_000001942",15,12960
"RAMP_P_000001943",25,12960
"RAMP_P_000001944",26,12960
"RAMP_P_000001945",40,12960
"RAMP_P_000001946",3,12960
"RAMP_P_000001947",7,12960
"RAMP_P_000001948",23,12960
"RAMP_P_000001949",10,12960
"RAMP_P_000001950",27,12960
"RAMP_P_000001951",257,12960
"RAMP_P_000001952",9,12960
"RAMP_P_000001953",1375,12960
"RAMP_P_000001954",116,12960
"RAMP_P_000001955",4,12960
"RAMP_P_000001956",31,12960
"RAMP_P_000001957",18,12960
"RAMP_P_000001958",10,12960
"RAMP_P_000001959",71,12960
"RAMP_P_000001960",40,12960
"RAMP_P_000001961",5,12960
"RAMP_P_000001962",151,12960
"RAMP_P_000001963",54,12960
"RAMP_P_000001964",32,12960
"RAMP_P_000001965",52,12960
"RAMP_P_000001966",122,12960
"RAMP_P_000001967",2,12960
"RAMP_P_000001968",25,12960
"RAMP_P_000001969",61,12960
"RAMP_P_000001970",33,12960
"RAMP_P_000001971",157,12960
"RAMP_P_000001972",0,12960
"RAMP_P_000001973",5,12960
"RAMP_P_000001974",5,12960
"RAMP_P_000001975",3,12960
"RAMP_P_000001976",25,12960
"RAMP_P_000001977",261,12960
"RAMP_P_000001978",19,12960
"RAMP_P_000001979",28,12960
"RAMP_P_000001980",0,12960
"RAMP_P_000001981",16,12960
"RAMP_P_000001982",101,12960
"RAMP_P_000001983",8,12960
"RAMP_P_000001984",7,12960
"RAMP_P_000001985",5,12960
"RAMP_P_000001986",5,12960
"RAMP_P_000001987",106,12960
"RAMP_P_000001988",15,12960
"RAMP_P_000001989",111,12960
"RAMP_P_000001990",3,12960
"RAMP_P_000001991",37,12960
"RAMP_P_000001992",46,12960
"RAMP_P_000001993",12,12960
"RAMP_P_000001994",0,12960
"RAMP_P_000001995",39,12960
"RAMP_P_000001996",11,12960
"RAMP_P_000001997",82,12960
"RAMP_P_000001998",23,12960
"RAMP_P_000001999",9,12960
"RAMP_P_000002000",25,12960
"RAMP_P_000002001",30,12960
"RAMP_P_000002002",19,12960
"RAMP_P_000002003",2,12960
"RAMP_P_000002004",21,12960
"RAMP_P_000002005",95,12960
"RAMP_P_000002006",0,12960
"RAMP_P_000002007",5,12960
"RAMP_P_000002008",74,12960
"RAMP_P_000002009",33,12960
"RAMP_P_000002010",8,12960
"RAMP_P_000002011",23,12960
"RAMP_P_000002012",9,12960
"RAMP_P_000002013",20,12960
"RAMP_P_000002014",1,12960
"RAMP_P_000002015",5,12960
"RAMP_P_000002016",2,12960
"RAMP_P_000002017",10,12960
"RAMP_P_000002018",10,12960
"RAMP_P_000002019",34,12960
"RAMP_P_000002020",34,12960
"RAMP_P_000002021",39,12960
"RAMP_P_000002022",0,12960
"RAMP_P_000002023",75,12960
"RAMP_P_000002024",26,12960
"RAMP_P_000002025",12,12960
"RAMP_P_000002026",32,12960
"RAMP_P_000002027",3,12960
"RAMP_P_000002028",7,12960
"RAMP_P_000002029",29,12960
"RAMP_P_000002030",10,12960
"RAMP_P_000002031",11,12960
"RAMP_P_000002032",316,12960
"RAMP_P_000002033",4,12960
"RAMP_P_000002034",7,12960
"RAMP_P_000002035",88,12960
"RAMP_P_000002036",3,12960
"RAMP_P_000002037",294,12960
"RAMP_P_000002038",29,12960
"RAMP_P_000002039",6,12960
"RAMP_P_000002040",0,12960
"RAMP_P_000002041",16,12960
"RAMP_P_000002042",11,12960
"RAMP_P_000002043",19,12960
"RAMP_P_000002044",46,12960
"RAMP_P_000002045",14,12960
"RAMP_P_000002046",15,12960
"RAMP_P_000002047",4,12960
"RAMP_P_000002048",9,12960
"RAMP_P_000002049",37,12960
"RAMP_P_000002050",2,12960
"RAMP_P_000002051",30,12960
"RAMP_P_000002052",6,12960
"RAMP_P_000002053",20,12960
"RAMP_P_000002054",2,12960
"RAMP_P_000002055",6,12960
"RAMP_P_000002056",3,12960
"RAMP_P_000002057",134,12960
"RAMP_P_000002058",171,12960
"RAMP_P_000002059",74,12960
"RAMP_P_000002060",14,12960
"RAMP_P_000002061",78,12960
"RAMP_P_000002062",8,12960
"RAMP_P_000002063",18,12960
"RAMP_P_000002064",3,12960
"RAMP_P_000002065",94,12960
"RAMP_P_000002066",22,12960
"RAMP_P_000002067",107,12960
"RAMP_P_000002068",6,12960
"RAMP_P_000002069",31,12960
"RAMP_P_000002070",0,12960
"RAMP_P_000002071",40,12960
"RAMP_P_000002072",23,12960
"RAMP_P_000002073",14,12960
"RAMP_P_000002074",2,12960
"RAMP_P_000002075",8,12960
"RAMP_P_000002076",5,12960
"RAMP_P_000002077",3,12960
"RAMP_P_000002078",10,12960
"RAMP_P_000002079",9,12960
"RAMP_P_000002080",32,12960
"RAMP_P_000002081",7,12960
"RAMP_P_000002082",50,12960
"RAMP_P_000002083",12,12960
"RAMP_P_000002084",21,12960
"RAMP_P_000002085",86,12960
"RAMP_P_000002086",8,12960
"RAMP_P_000002087",0,12960
"RAMP_P_000002088",0,12960
"RAMP_P_000002089",2,12960
"RAMP_P_000002090",128,12960
"RAMP_P_000002091",992,12960
"RAMP_P_000002092",11,12960
"RAMP_P_000002093",5,12960
"RAMP_P_000002094",6,12960
"RAMP_P_000002095",4,12960
"RAMP_P_000002096",13,12960
"RAMP_P_000002097",30,12960
"RAMP_P_000002098",51,12960
"RAMP_P_000002099",37,12960
"RAMP_P_000002100",7,12960
"RAMP_P_000002101",19,12960
"RAMP_P_000002102",32,12960
"RAMP_P_000002103",158,12960
"RAMP_P_000002104",26,12960
"RAMP_P_000002105",15,12960
"RAMP_P_000002106",5,12960
"RAMP_P_000002107",7,12960
"RAMP_P_000002108",0,12960
"RAMP_P_000002109",0,12960
"RAMP_P_000002110",3,12960
"RAMP_P_000002111",18,12960
"RAMP_P_000002112",3,12960
"RAMP_P_000002113",12,12960
"RAMP_P_000002114",330,12960
"RAMP_P_000002115",272,12960
"RAMP_P_000002116",11,12960
"RAMP_P_000002117",11,12960
"RAMP_P_000002118",0,12960
"RAMP_P_000002119",17,12960
"RAMP_P_000002120",16,12960
"RAMP_P_000002121",175,12960
"RAMP_P_000002122",93,12960
"RAMP_P_000002123",12,12960
"RAMP_P_000002124",0,12960
"RAMP_P_000002125",0,12960
"RAMP_P_000002126",118,12960
"RAMP_P_000002127",24,12960
"RAMP_P_000002128",14,12960
"RAMP_P_000002129",2,12960
"RAMP_P_000002130",5,12960
"RAMP_P_000002131",9,12960
"RAMP_P_000002132",12,12960
"RAMP_P_000002133",31,12960
"RAMP_P_000002134",101,12960
"RAMP_P_000002135",8,12960
"RAMP_P_000002136",74,12960
"RAMP_P_000002137",39,12960
"RAMP_P_000002138",8,12960
"RAMP_P_000002139",24,12960
"RAMP_P_000002140",0,12960
"RAMP_P_000002141",73,12960
"RAMP_P_000002142",10,12960
"RAMP_P_000002143",0,12960
"RAMP_P_000002144",1,12960
"RAMP_P_000002145",8,12960
"RAMP_P_000002146",15,12960
"RAMP_P_000002147",6,12960
"RAMP_P_000002148",7,12960
"RAMP_P_000002149",6,12960
"RAMP_P_000002150",6,12960
"RAMP_P_000002151",45,12960
"RAMP_P_000002152",0,12960
"RAMP_P_000002153",2,12960
"RAMP_P_000002154",35,12960
"RAMP_P_000002155",140,12960
"RAMP_P_000002156",7,12960
"RAMP_P_000002157",14,12960
"RAMP_P_000002158",243,12960
"RAMP_P_000002159",120,12960
"RAMP_P_000002160",5,12960
"RAMP_P_000002161",0,12960
"RAMP_P_000002162",193,12960
"RAMP_P_000002163",0,12960
"RAMP_P_000002164",0,12960
"RAMP_P_000002165",3,12960
"RAMP_P_000002166",34,12960
"RAMP_P_000002167",0,12960
"RAMP_P_000002168",15,12960
"RAMP_P_000002169",5,12960
"RAMP_P_000002170",8,12960
"RAMP_P_000002171",2,12960
"RAMP_P_000002172",3,12960
"RAMP_P_000002173",31,12960
"RAMP_P_000002174",44,12960
"RAMP_P_000002175",9,12960
"RAMP_P_000002176",51,12960
"RAMP_P_000002177",0,12960
"RAMP_P_000002178",0,12960
"RAMP_P_000002179",41,12960
"RAMP_P_000002180",24,12960
"RAMP_P_000002181",66,12960
"RAMP_P_000002182",78,12960
"RAMP_P_000002183",68,12960
"RAMP_P_000002184",60,12960
"RAMP_P_000002185",1017,12960
"RAMP_P_000002186",26,12960
"RAMP_P_000002187",13,12960
"RAMP_P_000002188",129,12960
"RAMP_P_000002189",65,12960
"RAMP_P_000002190",24,12960
"RAMP_P_000002191",5,12960
"RAMP_P_000002192",4,12960
"RAMP_P_000002193",2,12960
"RAMP_P_000002194",14,12960
"RAMP_P_000002195",12,12960
"RAMP_P_000002196",29,12960
"RAMP_P_000002197",475,12960
"RAMP_P_000002198",63,12960
"RAMP_P_000002199",4,12960
"RAMP_P_000002200",13,12960
"RAMP_P_000002201",0,12960
"RAMP_P_000002202",4,12960
"RAMP_P_000002203",3,12960
"RAMP_P_000002204",15,12960
"RAMP_P_000002205",4,12960
"RAMP_P_000002206",0,12960
"RAMP_P_000002207",0,12960
"RAMP_P_000002208",94,12960
"RAMP_P_000002209",85,12960
"RAMP_P_000002210",16,12960
"RAMP_P_000002211",47,12960
"RAMP_P_000002212",0,12960
"RAMP_P_000002213",5,12960
"RAMP_P_000002214",54,12960
"RAMP_P_000002215",35,12960
"RAMP_P_000002216",17,12960
"RAMP_P_000002217",116,12960
"RAMP_P_000002218",8,12960
"RAMP_P_000002219",42,12960
"RAMP_P_000002220",23,12960
"RAMP_P_000002221",15,12960
"RAMP_P_000002222",64,12960
"RAMP_P_000002223",7,12960
"RAMP_P_000002224",75,12960
"RAMP_P_000002225",12,12960
"RAMP_P_000002226",14,12960
"RAMP_P_000002227",0,12960
"RAMP_P_000002228",7,12960
"RAMP_P_000002229",0,12960
"RAMP_P_000002230",12,12960
"RAMP_P_000002231",78,12960
"RAMP_P_000002232",5,12960
"RAMP_P_000002233",11,12960
"RAMP_P_000002234",31,12960
"RAMP_P_000002235",55,12960
"RAMP_P_000002236",87,12960
"RAMP_P_000002237",11,12960
"RAMP_P_000002238",19,12960
"RAMP_P_000002239",22,12960
"RAMP_P_000002240",11,12960
"RAMP_P_000002241",6,12960
"RAMP_P_000002242",30,12960
"RAMP_P_000002243",3,12960
"RAMP_P_000002244",0,12960
"RAMP_P_000002245",3,12960
"RAMP_P_000002246",15,12960
"RAMP_P_000002247",75,12960
"RAMP_P_000002248",210,12960
"RAMP_P_000002249",59,12960
"RAMP_P_000002250",0,12960
"RAMP_P_000002251",42,12960
"RAMP_P_000002252",274,12960
"RAMP_P_000002253",10,12960
"RAMP_P_000002254",0,12960
"RAMP_P_000002255",3,12960
"RAMP_P_000002256",18,12960
"RAMP_P_000002257",87,12960
"RAMP_P_000002258",0,12960
"RAMP_P_000002259",11,12960
"RAMP_P_000002260",84,12960
"RAMP_P_000002261",4,12960
"RAMP_P_000002262",4,12960
"RAMP_P_000002263",19,12960
"RAMP_P_000002264",0,12960
"RAMP_P_000002265",7,12960
"RAMP_P_000002266",37,12960
"RAMP_P_000002267",0,12960
"RAMP_P_000002268",253,12960
"RAMP_P_000002269",21,12960
"RAMP_P_000002270",4,12960
"RAMP_P_000002271",0,12960
"RAMP_P_000002272",8,12960
"RAMP_P_000002273",16,12960
"RAMP_P_000002274",23,12960
"RAMP_P_000002275",32,12960
"RAMP_P_000002276",15,12960
"RAMP_P_000002277",5,12960
"RAMP_P_000002278",130,12960
"RAMP_P_000002279",2,12960
"RAMP_P_000002280",169,12960
"RAMP_P_000002281",21,12960
"RAMP_P_000002282",948,12960
"RAMP_P_000002283",21,12960
"RAMP_P_000002284",19,12960
"RAMP_P_000002285",15,12960
"RAMP_P_000002286",3,12960
"RAMP_P_000002287",106,12960
"RAMP_P_000002288",115,12960
"RAMP_P_000002289",8,12960
"RAMP_P_000002290",1,12960
"RAMP_P_000002291",0,12960
"RAMP_P_000002292",13,12960
"RAMP_P_000002293",6,12960
"RAMP_P_000002294",4,12960
"RAMP_P_000002295",86,12960
"RAMP_P_000002296",9,12960
"RAMP_P_000002297",2,12960
"RAMP_P_000002298",9,12960
"RAMP_P_000002299",1361,12960
"RAMP_P_000002300",55,12960
"RAMP_P_000002301",6,12960
"RAMP_P_000002302",129,12960
"RAMP_P_000002303",19,12960
"RAMP_P_000002304",60,12960
"RAMP_P_000002305",12,12960
"RAMP_P_000002306",38,12960
"RAMP_P_000002307",52,12960
"RAMP_P_000002308",16,12960
"RAMP_P_000002309",7,12960
"RAMP_P_000002310",13,12960
"RAMP_P_000002311",95,12960
"RAMP_P_000002312",5,12960
"RAMP_P_000002313",39,12960
"RAMP_P_000002314",22,12960
"RAMP_P_000002315",17,12960
"RAMP_P_000002316",752,12960
"RAMP_P_000002317",64,12960
"RAMP_P_000002318",60,12960
"RAMP_P_000002319",42,12960
"RAMP_P_000002320",47,12960
"RAMP_P_000002321",98,12960
"RAMP_P_000002322",199,12960
"RAMP_P_000002323",3,12960
"RAMP_P_000002324",0,12960
"RAMP_P_000002325",110,12960
"RAMP_P_000002326",1,12960
"RAMP_P_000002327",0,12960
"RAMP_P_000002328",23,12960
"RAMP_P_000002329",5,12960
"RAMP_P_000002330",618,12960
"RAMP_P_000002331",378,12960
"RAMP_P_000002332",26,12960
"RAMP_P_000002333",0,12960
"RAMP_P_000002334",380,12960
"RAMP_P_000002335",120,12960
"RAMP_P_000002336",12,12960
"RAMP_P_000002337",1,12960
"RAMP_P_000002338",12,12960
"RAMP_P_000002339",130,12960
"RAMP_P_000002340",182,12960
"RAMP_P_000002341",9,12960
"RAMP_P_000002342",3,12960
"RAMP_P_000002343",86,12960
"RAMP_P_000002344",41,12960
"RAMP_P_000002345",68,12960
"RAMP_P_000002346",2,12960
"RAMP_P_000002347",37,12960
"RAMP_P_000002348",3,12960
"RAMP_P_000002349",4,12960
"RAMP_P_000002350",10,12960
"RAMP_P_000002351",13,12960
"RAMP_P_000002352",24,12960
"RAMP_P_000002353",43,12960
"RAMP_P_000002354",3,12960
"RAMP_P_000002355",59,12960
"RAMP_P_000002356",60,12960
"RAMP_P_000002357",129,12960
"RAMP_P_000002358",8,12960
"RAMP_P_000002359",3,12960
"RAMP_P_000002360",13,12960
"RAMP_P_000002361",14,12960
"RAMP_P_000002362",9,12960
"RAMP_P_000002363",48,12960
"RAMP_P_000002364",3,12960
"RAMP_P_000002365",5,12960
"RAMP_P_000002366",11,12960
"RAMP_P_000002367",27,12960
"RAMP_P_000002368",12,12960
"RAMP_P_000002369",138,12960
"RAMP_P_000002370",14,12960
"RAMP_P_000002371",9,12960
"RAMP_P_000002372",66,12960
"RAMP_P_000002373",14,12960
"RAMP_P_000002374",93,12960
"RAMP_P_000002375",2,12960
"RAMP_P_000002376",67,12960
"RAMP_P_000002377",0,12960
"RAMP_P_000002378",21,12960
"RAMP_P_000002379",84,12960
"RAMP_P_000002380",46,12960
"RAMP_P_000002381",57,12960
"RAMP_P_000002382",4,12960
"RAMP_P_000002383",12,12960
"RAMP_P_000002384",5,12960
"RAMP_P_000002385",452,12960
"RAMP_P_000002386",0,12960
"RAMP_P_000002387",2,12960
"RAMP_P_000002388",44,12960
"RAMP_P_000002389",24,12960
"RAMP_P_000002390",10,12960
"RAMP_P_000002391",12,12960
"RAMP_P_000002392",69,12960
"RAMP_P_000002393",6,12960
"RAMP_P_000002394",27,12960
"RAMP_P_000002395",34,12960
"RAMP_P_000002396",54,12960
"RAMP_P_000002397",8,12960
"RAMP_P_000002398",4,12960
"RAMP_P_000002399",29,12960
"RAMP_P_000002400",0,12960
"RAMP_P_000002401",11,12960
"RAMP_P_000002402",0,12960
"RAMP_P_000002403",75,12960
"RAMP_P_000002404",56,12960
"RAMP_P_000002405",42,12960
"RAMP_P_000002406",0,12960
"RAMP_P_000002407",34,12960
"RAMP_P_000002408",0,12960
"RAMP_P_000002409",14,12960
"RAMP_P_000002410",291,12960
"RAMP_P_000002411",0,12960
"RAMP_P_000002412",81,12960
"RAMP_P_000002413",13,12960
"RAMP_P_000002414",6,12960
"RAMP_P_000002415",0,12960
"RAMP_P_000002416",120,12960
"RAMP_P_000002417",34,12960
"RAMP_P_000002418",32,12960
"RAMP_P_000002419",0,12960
"RAMP_P_000002420",125,12960
"RAMP_P_000002421",48,12960
"RAMP_P_000002422",0,12960
"RAMP_P_000002423",543,12960
"RAMP_P_000002424",13,12960
"RAMP_P_000002425",10,12960
"RAMP_P_000002426",14,12960
"RAMP_P_000002427",34,12960
"RAMP_P_000002428",124,12960
"RAMP_P_000002429",9,12960
"RAMP_P_000002430",128,12960
"RAMP_P_000002431",9,12960
"RAMP_P_000002432",31,12960
"RAMP_P_000002433",34,12960
"RAMP_P_000002434",47,12960
"RAMP_P_000002435",9,12960
"RAMP_P_000002436",0,12960
"RAMP_P_000002437",21,12960
"RAMP_P_000002438",5,12960
"RAMP_P_000002439",1093,12960
"RAMP_P_000002440",55,12960
"RAMP_P_000002441",3,12960
"RAMP_P_000002442",30,12960
"RAMP_P_000002443",6,12960
"RAMP_P_000002444",11,12960
"RAMP_P_000002445",139,12960
"RAMP_P_000002446",13,12960
"RAMP_P_000002447",8,12960
"RAMP_P_000002448",2,12960
"RAMP_P_000002449",32,12960
"RAMP_P_000002450",11,12960
"RAMP_P_000002451",13,12960
"RAMP_P_000002452",263,12960
"RAMP_P_000002453",10,12960
"RAMP_P_000002454",13,12960
"RAMP_P_000002455",34,12960
"RAMP_P_000002456",2,12960
"RAMP_P_000002457",0,12960
"RAMP_P_000002458",3,12960
"RAMP_P_000002459",78,12960
"RAMP_P_000002460",3,12960
"RAMP_P_000002461",10,12960
"RAMP_P_000002462",15,12960
