"pathwayRampId","inPathway","total"
"RAMP_P_000003285",152,12960
"RAMP_P_000003286",96,12960
"RAMP_P_000003287",62,12960
"RAMP_P_000003288",65,12960
"RAMP_P_000003289",51,12960
"RAMP_P_000003290",96,12960
"RAMP_P_000003291",68,12960
"RAMP_P_000003292",134,12960
"RAMP_P_000003293",72,12960
"RAMP_P_000003294",29,12960
"RAMP_P_000003295",210,12960
"RAMP_P_000003296",26,12960
"RAMP_P_000003297",84,12960
"RAMP_P_000003298",58,12960
"RAMP_P_000003299",10,12960
"RAMP_P_000003300",31,12960
"RAMP_P_000003301",41,12960
"RAMP_P_000003302",49,12960
"RAMP_P_000003303",59,12960
"RAMP_P_000003304",24,12960
"RAMP_P_000003305",177,12960
"RAMP_P_000003306",62,12960
"RAMP_P_000003307",41,12960
"RAMP_P_000003308",83,12960
"RAMP_P_000003309",102,12960
"RAMP_P_000003310",133,12960
"RAMP_P_000003311",8,12960
"RAMP_P_000003312",184,12960
"RAMP_P_000003313",0,12960
"RAMP_P_000003314",31,12960
"RAMP_P_000003315",45,12960
"RAMP_P_000003316",21,12960
"RAMP_P_000003317",41,12960
"RAMP_P_000003318",0,12960
"RAMP_P_000003319",3,12960
"RAMP_P_000003320",198,12960
"RAMP_P_000003321",203,12960
"RAMP_P_000003322",47,12960
"RAMP_P_000003323",121,12960
"RAMP_P_000003324",198,12960
"RAMP_P_000003325",124,12960
"RAMP_P_000003326",63,12960
"RAMP_P_000003327",77,12960
"RAMP_P_000003328",1,12960
"RAMP_P_000003329",107,12960
"RAMP_P_000003330",52,12960
"RAMP_P_000003331",10,12960
"RAMP_P_000003332",211,12960
"RAMP_P_000003333",107,12960
"RAMP_P_000003334",44,12960
"RAMP_P_000003335",88,12960
"RAMP_P_000003336",82,12960
"RAMP_P_000003337",28,12960
"RAMP_P_000003338",150,12960
"RAMP_P_000003339",112,12960
"RAMP_P_000003340",166,12960
"RAMP_P_000003341",91,12960
"RAMP_P_000003342",168,12960
"RAMP_P_000003343",65,12960
"RAMP_P_000003344",30,12960
"RAMP_P_000003345",28,12960
"RAMP_P_000003346",46,12960
"RAMP_P_000003347",35,12960
"RAMP_P_000003348",47,12960
"RAMP_P_000003349",73,12960
"RAMP_P_000003350",116,12960
"RAMP_P_000003351",37,12960
"RAMP_P_000003352",119,12960
"RAMP_P_000003353",299,12960
"RAMP_P_000003354",34,12960
"RAMP_P_000003355",65,12960
"RAMP_P_000003356",54,12960
"RAMP_P_000003357",171,12960
"RAMP_P_000003358",183,12960
"RAMP_P_000003359",35,12960
"RAMP_P_000003360",90,12960
"RAMP_P_000003361",30,12960
"RAMP_P_000003362",127,12960
"RAMP_P_000003363",89,12960
"RAMP_P_000003364",43,12960
"RAMP_P_000003365",93,12960
"RAMP_P_000003366",6,12960
"RAMP_P_000003367",92,12960
"RAMP_P_000003368",154,12960
"RAMP_P_000003369",55,12960
"RAMP_P_000003370",25,12960
"RAMP_P_000003371",66,12960
"RAMP_P_000003372",172,12960
"RAMP_P_000003373",26,12960
"RAMP_P_000003374",167,12960
"RAMP_P_000003375",39,12960
"RAMP_P_000003376",46,12960
"RAMP_P_000003377",268,12960
"RAMP_P_000003378",255,12960
"RAMP_P_000003379",37,12960
"RAMP_P_000003380",395,12960
"RAMP_P_000003381",78,12960
"RAMP_P_000003382",28,12960
"RAMP_P_000003383",40,12960
"RAMP_P_000003384",31,12960
"RAMP_P_000003385",35,12960
"RAMP_P_000003386",84,12960
"RAMP_P_000003387",71,12960
"RAMP_P_000003388",82,12960
"RAMP_P_000003389",47,12960
"RAMP_P_000003390",48,12960
"RAMP_P_000003391",151,12960
"RAMP_P_000003392",24,12960
"RAMP_P_000003393",181,12960
"RAMP_P_000003394",42,12960
"RAMP_P_000003395",20,12960
"RAMP_P_000003396",132,12960
"RAMP_P_000003397",69,12960
"RAMP_P_000003398",27,12960
"RAMP_P_000003399",27,12960
"RAMP_P_000003400",130,12960
"RAMP_P_000003401",22,12960
"RAMP_P_000003402",30,12960
"RAMP_P_000003403",143,12960
"RAMP_P_000003404",33,12960
"RAMP_P_000003405",90,12960
"RAMP_P_000003406",45,12960
"RAMP_P_000003407",76,12960
"RAMP_P_000003408",79,12960
"RAMP_P_000003409",293,12960
"RAMP_P_000003410",198,12960
"RAMP_P_000003411",59,12960
"RAMP_P_000003412",69,12960
"RAMP_P_000003413",319,12960
"RAMP_P_000003414",43,12960
"RAMP_P_000003415",161,12960
"RAMP_P_000003416",163,12960
"RAMP_P_000003417",33,12960
"RAMP_P_000003418",23,12960
"RAMP_P_000003419",54,12960
"RAMP_P_000003420",79,12960
"RAMP_P_000003421",24,12960
"RAMP_P_000003422",5,12960
"RAMP_P_000003423",23,12960
"RAMP_P_000003424",27,12960
"RAMP_P_000003425",25,12960
"RAMP_P_000003426",82,12960
"RAMP_P_000003427",160,12960
"RAMP_P_000003428",192,12960
"RAMP_P_000003429",67,12960
"RAMP_P_000003430",98,12960
"RAMP_P_000003431",35,12960
"RAMP_P_000003432",58,12960
"RAMP_P_000003433",131,12960
"RAMP_P_000003434",96,12960
"RAMP_P_000003435",68,12960
"RAMP_P_000003436",40,12960
"RAMP_P_000003437",413,12960
"RAMP_P_000003438",150,12960
"RAMP_P_000003439",64,12960
"RAMP_P_000003440",54,12960
"RAMP_P_000003441",83,12960
"RAMP_P_000003442",126,12960
"RAMP_P_000003443",44,12960
"RAMP_P_000003444",58,12960
"RAMP_P_000003445",133,12960
"RAMP_P_000003446",48,12960
"RAMP_P_000003447",138,12960
"RAMP_P_000003448",78,12960
"RAMP_P_000003449",75,12960
"RAMP_P_000003450",24,12960
"RAMP_P_000003451",19,12960
"RAMP_P_000003452",23,12960
"RAMP_P_000003453",8,12960
"RAMP_P_000003454",48,12960
"RAMP_P_000003455",32,12960
"RAMP_P_000003456",36,12960
"RAMP_P_000003457",131,12960
"RAMP_P_000003458",350,12960
"RAMP_P_000003459",144,12960
"RAMP_P_000003460",21,12960
"RAMP_P_000003461",71,12960
"RAMP_P_000003462",175,12960
"RAMP_P_000003463",45,12960
"RAMP_P_000003464",45,12960
"RAMP_P_000003465",118,12960
"RAMP_P_000003466",51,12960
"RAMP_P_000003467",22,12960
"RAMP_P_000003468",66,12960
"RAMP_P_000003469",98,12960
"RAMP_P_000003470",61,12960
"RAMP_P_000003471",85,12960
"RAMP_P_000003472",17,12960
"RAMP_P_000003473",65,12960
"RAMP_P_000003474",23,12960
"RAMP_P_000003475",48,12960
"RAMP_P_000003476",11,12960
"RAMP_P_000003477",73,12960
"RAMP_P_000003478",234,12960
"RAMP_P_000003479",162,12960
"RAMP_P_000003480",128,12960
"RAMP_P_000003481",34,12960
"RAMP_P_000003482",143,12960
"RAMP_P_000003483",18,12960
"RAMP_P_000003484",93,12960
"RAMP_P_000003485",139,12960
"RAMP_P_000003486",113,12960
"RAMP_P_000003487",5,12960
"RAMP_P_000003488",200,12960
"RAMP_P_000003489",103,12960
"RAMP_P_000003490",66,12960
"RAMP_P_000003491",88,12960
"RAMP_P_000003492",96,12960
"RAMP_P_000003493",15,12960
"RAMP_P_000003494",100,12960
"RAMP_P_000003495",17,12960
"RAMP_P_000003496",89,12960
"RAMP_P_000003497",72,12960
"RAMP_P_000003498",44,12960
"RAMP_P_000003499",72,12960
"RAMP_P_000003500",112,12960
"RAMP_P_000003501",122,12960
"RAMP_P_000003502",96,12960
"RAMP_P_000003503",244,12960
"RAMP_P_000003504",3,12960
"RAMP_P_000003505",50,12960
"RAMP_P_000003506",70,12960
"RAMP_P_000003508",142,12960
"RAMP_P_000003509",41,12960
"RAMP_P_000003510",170,12960
"RAMP_P_000003511",34,12960
"RAMP_P_000003512",72,12960
"RAMP_P_000003513",151,12960
"RAMP_P_000003514",120,12960
"RAMP_P_000003515",101,12960
"RAMP_P_000003516",11,12960
"RAMP_P_000003517",75,12960
"RAMP_P_000003518",0,12960
"RAMP_P_000003519",97,12960
"RAMP_P_000003520",49,12960
"RAMP_P_000003521",36,12960
"RAMP_P_000003522",18,12960
"RAMP_P_000003523",68,12960
"RAMP_P_000003524",101,12960
"RAMP_P_000003525",98,12960
"RAMP_P_000003526",17,12960
"RAMP_P_000003527",5,12960
"RAMP_P_000003528",0,12960
"RAMP_P_000003529",149,12960
"RAMP_P_000003530",65,12960
"RAMP_P_000003531",63,12960
"RAMP_P_000003532",40,12960
"RAMP_P_000003533",74,12960
"RAMP_P_000003534",0,12960
"RAMP_P_000003535",108,12960
"RAMP_P_000003536",89,12960
"RAMP_P_000003537",15,12960
"RAMP_P_000003538",121,12960
"RAMP_P_000003539",89,12960
"RAMP_P_000003540",96,12960
"RAMP_P_000003541",93,12960
"RAMP_P_000003542",37,12960
"RAMP_P_000003543",186,12960
"RAMP_P_000003544",85,12960
"RAMP_P_000003545",61,12960
"RAMP_P_000003546",174,12960
"RAMP_P_000003547",70,12960
"RAMP_P_000003548",0,12960
"RAMP_P_000003549",278,12960
"RAMP_P_000003550",55,12960
"RAMP_P_000003551",14,12960
"RAMP_P_000003552",137,12960
"RAMP_P_000003553",17,12960
"RAMP_P_000003554",72,12960
"RAMP_P_000003555",49,12960
"RAMP_P_000003556",172,12960
"RAMP_P_000003557",100,12960
"RAMP_P_000003558",51,12960
"RAMP_P_000003559",150,12960
